sog,ship_heading,wind_speed,wind_direction,air_temperature,air_pressure,mean_draft,teu_str,td,tb,ship_breadth,reference_anemometer_height,anemometer_ht_design_draft,design_transverse_projected_area,type_stawind_vessel,super_structure_stawind_vessel,vessel_id,relative_wind_direction,wind_resistance
14.4,68.12,7.900545969,25.4932449,8.613333333,998.1433333,13.295,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-23.065142104278358,0.0
14.33,65.9,7.900545969,25.4932449,8.613333333,998.1433333,13.29,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-21.906118598913814,0.0
14.31,66.93,7.900545969,25.4932449,8.613333333,998.1433333,13.275,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-22.48164961557312,0.0
14.38,65.89,7.900545969,25.4932449,8.613333333,998.1433333,13.285,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-21.863619033979187,0.0
14.3,65.89,7.900545969,25.4932449,8.613333333,998.1433333,13.27,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-21.920196769274195,0.0
14.34,67.05,7.900545969,25.4932449,8.613333333,998.1433333,13.25,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-22.521565168306726,0.0
14.22,67.54,7.900545969,25.4932449,8.613333333,998.1433333,13.24,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-22.879626739450426,0.0
14.07,56.8,7.900545969,25.4932449,8.613333333,998.1433333,13.225,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-17.090036329551314,0.0
14.1,53.34,7.900545969,25.4932449,8.613333333,998.1433333,13.235,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-15.180279901293998,0.0
14.1,52.75,10.37120325,9.834833685,8.6,998.9033333,13.265,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-26.4274272016435,0.0
14.1,52.53,10.37120325,9.834833685,8.6,998.9033333,13.275,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-26.29076588880445,0.0
14.01,52.73,10.37120325,9.834833685,8.6,998.9033333,13.28,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-26.48467526729673,0.0
13.95,53.31,10.37120325,9.834833685,8.6,998.9033333,13.285,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-26.89611552662467,0.0
13.86,54.63,10.37120325,9.834833685,8.6,998.9033333,13.285,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-27.800477019853254,0.0
13.8,53.29,10.37120325,9.834833685,8.6,998.9033333,13.285,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-26.999496325500573,0.0
13.7,53.28,10.37120325,9.834833685,8.6,998.9033333,13.285,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-27.070984569351698,0.0
13.6,54.26,10.37120325,9.834833685,8.6,998.9033333,13.285,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-27.773821959757832,0.0
13.6,60.32,10.37120325,9.834833685,8.6,998.9033333,13.29,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-31.657521907664428,0.0
13.76,61.31,10.37120325,9.834833685,8.6,998.9033333,13.315,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-32.148628238021004,0.0
13.66,65.37,10.37120325,9.834833685,8.6,998.9033333,13.325,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-34.868033265733274,0.0
13.55,65.92,10.37120325,9.834833685,8.6,998.9033333,13.345,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-35.342815764699836,0.0
13.5,64.55,10.73184995,3.073332511,8.42,999.5,13.37,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-39.47406811576407,0.0
13.48,66.28,10.73184995,3.073332511,8.42,999.5,13.395,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-40.665516590288405,0.0
13.43,63.21,10.73184995,3.073332511,8.42,999.5,13.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-38.66569436653997,0.0
13.4,62.32,10.73184995,3.073332511,8.42,999.5,13.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-38.10367963149121,0.0
13.45,63.2,10.73184995,3.073332511,8.42,999.5,13.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-38.635626567428176,0.0
13.5,64.52,10.73184995,3.073332511,8.42,999.5,13.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-39.462926297538786,0.0
13.5,66.66,10.73184995,3.073332511,8.42,999.5,13.405,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-40.89977902940806,0.0
13.58,66.66,10.73184995,3.073332511,8.42,999.5,13.38,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-40.79954480330047,0.0
13.67,67.43,10.73184995,3.073332511,8.42,999.5,13.365,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-41.206531816663144,0.0
13.82,66.65,10.73184995,3.073332511,8.42,999.5,13.35,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-40.50275774636638,0.0
13.93,62.29,10.73184995,3.073332511,8.42,999.5,13.33,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-37.48633870028365,0.0
14.01,66.12,10.73184995,3.073332511,8.42,999.5,13.305,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-39.92030896423321,0.0
14.03,67.41,20.31452378,348.0531753,6.646666667,1001.99,13.305,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-54.37270274340501,0.0
14.0,64.35,20.31452378,348.0531753,6.646666667,1001.99,13.29,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-52.1334173077209,0.0
13.97,68.06,20.31452378,348.0531753,6.646666667,1001.99,13.335,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-54.94717666394894,0.0
13.97,54.06,20.31452378,348.0531753,6.646666667,1001.99,13.33,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-44.67445124410268,0.0
13.92,38.68,20.31452378,348.0531753,6.646666667,1001.99,13.325,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-33.91076489622418,0.0
14.0,37.66,20.31452378,348.0531753,6.646666667,1001.99,13.28,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-33.13971059056039,0.0
14.07,37.65,20.31452378,348.0531753,6.646666667,1001.99,13.28,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-33.07464099316347,0.0
14.02,32.61,20.31452378,348.0531753,6.646666667,1001.99,13.265,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-29.664958645296288,0.0
14.01,39.78,20.31452378,348.0531753,6.646666667,1001.99,13.265,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-34.59336890045313,0.0
14.09,44.44,20.31452378,348.0531753,6.646666667,1001.99,13.295,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-37.75343999078997,0.0
14.1,39.93,20.31452378,348.0531753,6.646666667,1001.99,13.3,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-34.61853836577794,0.0
14.04,39.91,20.31452378,348.0531753,6.646666667,1001.99,13.29,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-34.65702919831337,0.0
13.93,41.68,19.70529728,351.9476973,6.976666667,1003.753333,13.275,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-33.28463547393015,0.0
13.8,40.93,19.70529728,351.9476973,6.976666667,1003.753333,13.275,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-32.87507771105565,0.0
13.81,40.92,19.70529728,351.9476973,6.976666667,1003.753333,13.28,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-32.85988279730881,0.0
13.7,57.9,19.70529728,351.9476973,6.976666667,1003.753333,13.29,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-44.94678618321305,0.0
13.46,33.8,19.70529728,351.9476973,6.976666667,1003.753333,13.28,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-28.21843279356651,0.0
13.61,23.87,19.70529728,351.9476973,6.976666667,1003.753333,13.23,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-21.348456548446542,0.0
13.6,19.31,19.70529728,351.9476973,6.976666667,1003.753333,13.225,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-18.2745606996169,0.0
13.8,1.3,19.70529728,351.9476973,6.976666667,1003.753333,13.19,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-6.192038044053101,0.0
13.95,0.0,19.70529728,351.9476973,6.976666667,1003.753333,13.185,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-5.311111116528166,0.0
14.0,0.0,19.70529728,351.9476973,6.976666667,1003.753333,13.165,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-5.30462903641976,0.0
13.86,357.4,19.70529728,351.9476973,6.976666667,1003.753333,13.14,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.6034368063031885,0.0
13.86,357.32,19.70529728,351.9476973,6.976666667,1003.753333,13.13,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.5505476093411783,0.0
13.88,356.63,22.6729308,358.9487291,6.81,1006.3,13.11,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,1.5314957956383608,0.0
13.75,12.21,22.6729308,358.9487291,6.81,1006.3,13.095,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-8.795255032365276,0.0
13.79,356.64,22.6729308,358.9487291,6.81,1006.3,13.065,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,1.528255279804988,0.0
13.86,356.64,22.6729308,358.9487291,6.81,1006.3,13.065,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,1.5256369574286421,0.0
13.62,317.01,22.6729308,358.9487291,6.81,1006.3,13.065,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,28.16435912881061,0.0
13.75,315.81,22.6729308,358.9487291,6.81,1006.3,13.07,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,28.89378901305589,0.0
13.7,319.55,22.6729308,358.9487291,6.81,1006.3,13.075,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,26.372662974075737,0.0
13.75,317.45,22.6729308,358.9487291,6.81,1006.3,13.08,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,27.771992681974773,0.0
13.77,313.47,22.6729308,358.9487291,6.81,1006.3,13.09,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,30.484340048582524,0.0
13.69,304.47,22.6729308,358.9487291,6.81,1006.3,13.09,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,36.797985103001984,0.0
13.66,299.51,22.6729308,358.9487291,6.81,1006.3,13.1,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,40.32707849739153,0.0
15.39,299.52,21.36268413,349.9914162,5.81,1009.12,13.155,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.5912972459882,0.0
15.4,299.8,21.36268413,349.9914162,5.81,1009.12,13.165,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.3973197540545,0.0
15.4,301.64,21.36268413,349.9914162,5.81,1009.12,13.17,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,31.177400131135077,0.0
15.3,301.56,21.36268413,349.9914162,5.81,1009.12,13.175,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,31.30677264040506,0.0
15.26,302.99,21.36268413,349.9914162,5.81,1009.12,13.18,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,30.388478504373243,0.0
15.12,303.64,21.36268413,349.9914162,5.81,1009.12,13.18,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,30.060602964005202,0.0
14.9,303.11,21.36268413,349.9914162,5.81,1009.12,13.175,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,30.57763648553583,0.0
14.83,300.45,21.36268413,349.9914162,5.81,1009.12,13.18,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.41708835347254,0.0
14.94,297.18,21.36268413,349.9914162,5.81,1009.12,13.17,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,34.53139906335503,0.0
14.9,298.54,21.36268413,349.9914162,5.81,1009.12,13.17,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,33.64706457090972,0.0
14.9,299.13,21.36268413,349.9914162,5.81,1009.12,13.155,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,33.24931851874837,0.0
14.96,300.47,21.36268413,349.9914162,5.81,1009.12,13.155,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.29977110623485,0.0
15.0,300.27,23.58870364,350.6445361,5.19,1011.183333,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.84022867487023,0.0
15.22,300.27,23.58870364,350.6445361,5.19,1011.183333,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.66283100004499,0.0
15.3,299.62,23.58870364,350.6445361,5.19,1011.183333,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,33.0319570858853,0.0
15.3,298.02,23.58870364,350.6445361,5.19,1011.183333,13.145,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,34.10061859079624,0.0
15.22,298.03,23.58870364,350.6445361,5.19,1011.183333,13.135,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,34.16118034823032,0.0
15.06,294.82,23.58870364,350.6445361,5.19,1011.183333,13.13,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,36.46458610081953,0.0
15.11,300.31,23.58870364,350.6445361,5.19,1011.183333,13.14,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.724540753262055,0.0
15.11,302.47,23.58870364,350.6445361,5.19,1011.183333,13.135,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,31.281580734172223,0.0
15.05,300.32,23.58870364,350.6445361,5.19,1011.183333,13.14,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.76623872199695,0.0
14.9,301.51,23.58870364,350.6445361,5.19,1011.183333,13.14,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.087716380785864,0.0
15.0,303.23,23.58870364,350.6445361,5.19,1011.183333,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,30.858404556686043,0.0
15.28,300.08,23.58870364,350.6445361,5.19,1011.183333,13.165,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,32.74138866318575,0.0
15.12,300.35,21.85672169,4.120832598,4.55,1013.6,13.165,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,41.83733666312508,0.0
15.1,300.57,21.85672169,4.120832598,4.55,1013.6,13.16,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,41.70660796835787,0.0
15.16,302.52,21.85672169,4.120832598,4.55,1013.6,13.155,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,40.30439377170826,0.0
15.14,301.89,21.85672169,4.120832598,4.55,1013.6,13.16,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,40.75680455803205,0.0
15.1,300.88,21.85672169,4.120832598,4.55,1013.6,13.17,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,41.492875898326275,0.0
15.06,299.18,21.85672169,4.120832598,4.55,1013.6,13.165,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,42.71021617650872,0.0
15.0,300.4,21.85672169,4.120832598,4.55,1013.6,13.155,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,41.92934776873912,0.0
14.99,299.58,21.85672169,4.120832598,4.55,1013.6,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,42.50812944933607,0.0
15.03,298.7,21.85672169,4.120832598,4.55,1013.6,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,43.075765647996015,0.0
15.1,300.03,21.85672169,4.120832598,4.55,1013.6,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,42.07933663267714,0.0
15.05,298.72,21.85672169,4.120832598,4.55,1013.6,13.15,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,43.04012131597665,0.0
14.91,298.72,21.85672169,4.120832598,4.55,1013.6,13.13,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,43.19275906827413,0.0
14.59,297.94,14.10216725,12.80578298,4.683333333,1015.073333,13.115,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,50.29894967163575,0.0
14.69,299.32,14.10216725,12.80578298,4.683333333,1015.073333,13.1,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,49.1740798153467,0.0
14.71,299.33,14.10216725,12.80578298,4.683333333,1015.073333,13.1,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,49.141553927663594,0.0
14.6,290.63,14.10216725,12.80578298,4.683333333,1015.073333,13.1,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,55.65771551870258,0.0
14.81,279.38,14.10216725,12.80578298,4.683333333,1015.073333,13.17,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,63.911877913934894,0.0
14.74,278.88,14.10216725,12.80578298,4.683333333,1015.073333,13.205,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,64.42493880945345,0.0
14.7,277.93,14.10216725,12.80578298,4.683333333,1015.073333,13.26,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.2447562021713,0.0
14.7,277.77,14.10216725,12.80578298,4.683333333,1015.073333,13.31,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.37156974322998,0.0
12.95,272.72,14.10216725,12.80578298,4.683333333,1015.073333,13.335,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,72.81385676756543,0.0
13.17,278.89,14.10216725,12.80578298,4.683333333,1015.073333,13.335,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,67.19474378859711,0.0
13.22,279.1,14.10216725,12.80578298,4.683333333,1015.073333,13.335,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,66.93147135302908,0.0
13.3,277.89,8.046785205,30.01898883,4.916666667,1016.773333,13.335,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,66.75229985593757,0.0
13.25,277.89,8.046785205,30.01898883,4.916666667,1016.773333,13.335,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,66.90453388034895,0.0
13.37,277.89,8.046785205,30.01898883,4.916666667,1016.773333,13.345,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,66.54441296396395,0.0
13.22,280.1,8.046785205,30.01898883,4.916666667,1016.773333,13.37,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.4741743377418,0.0
13.35,277.69,8.046785205,30.01898883,4.916666667,1016.773333,13.385,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,66.76273873090658,0.0
13.47,278.83,8.046785205,30.01898883,4.916666667,1016.773333,13.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.63216230117145,0.0
13.5,281.45,8.046785205,30.01898883,4.916666667,1016.773333,13.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,63.7786565981325,0.0
13.6,281.45,8.046785205,30.01898883,4.916666667,1016.773333,13.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,63.50307349284785,0.0
13.62,279.34,8.046785205,30.01898883,4.916666667,1016.773333,13.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,64.86520649448487,0.0
13.71,277.5,8.046785205,30.01898883,4.916666667,1016.773333,13.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.84509622059863,0.0
13.85,276.66,8.046785205,30.01898883,4.916666667,1016.773333,13.485,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.9979769538498,0.0
13.9,276.66,8.046785205,30.01898883,4.916666667,1016.773333,13.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,65.85412505811006,0.0
13.97,276.66,4.670307972,244.7468366,4.85,1019.88,13.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.231737226336977,0.0
14.03,276.51,4.670307972,244.7468366,4.85,1019.88,13.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.136332156296811,0.0
14.1,277.31,4.670307972,244.7468366,4.85,1019.88,13.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.42314248890044,0.0
14.2,276.51,4.670307972,244.7468366,4.85,1019.88,13.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.039893602392864,0.0
14.2,276.28,4.670307972,244.7468366,4.85,1019.88,13.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-12.946516127700264,0.0
14.2,275.5,4.670307972,244.7468366,4.85,1019.88,13.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-12.627889073770731,0.0
14.2,277.32,4.670307972,244.7468366,4.85,1019.88,13.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.36571845312121,0.0
14.2,276.52,4.670307972,244.7468366,4.85,1019.88,13.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.041191369156824,0.0
14.2,276.52,4.670307972,244.7468366,4.85,1019.88,13.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.040732175784076,0.0
14.16,277.32,4.670307972,244.7468366,4.85,1019.88,13.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.387612750076004,0.0
12.45,275.64,4.670307972,244.7468366,4.85,1019.88,13.305,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-13.689259189133882,0.0
12.34,276.47,4.670307972,244.7468366,4.85,1019.88,13.3,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-14.125463724122715,0.0
12.46,277.51,0.796235761,248.969184,5.25,1020.696667,13.3,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.328381736748303,0.0
12.61,277.09,0.796235761,248.969184,5.25,1020.696667,13.31,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.2476544099544484,0.0
12.7,279.12,0.796235761,248.969184,5.25,1020.696667,13.31,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.4455886806685125,0.0
12.7,278.12,0.796235761,248.969184,5.25,1020.696667,13.305,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.33816077190419,0.0
12.75,278.12,0.796235761,248.969184,5.25,1020.696667,13.295,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.3261205898413375,0.0
12.83,277.91,0.796235761,248.969184,5.25,1020.696667,13.3,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.285337653276095,0.0
12.78,276.11,0.796235761,248.969184,5.25,1020.696667,13.29,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.102545465298374,0.0
12.85,277.15,0.796235761,248.969184,5.25,1020.696667,13.265,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.198404632860177,0.0
12.97,277.15,0.796235761,248.969184,5.25,1020.696667,13.265,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-3.1719278843606835,0.0
13.02,273.98,0.796235761,248.969184,5.25,1020.696667,13.245,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-2.821760030288432,0.0
12.78,271.81,0.796235761,248.969184,5.25,1020.696667,13.23,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-2.6292408789533432,0.0
11.99,268.08,0.796235761,248.969184,5.25,1020.696667,13.165,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-2.338839623785579,0.0
10.35,126.84,6.682720648,284.8541215,5.873333333,1025.113333,15.13,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,120.2326560866855,0.0
10.45,118.51,6.682720648,284.8541215,5.873333333,1025.113333,15.125,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,137.28680009910477,0.0
10.38,103.53,6.682720648,284.8541215,5.873333333,1025.113333,15.115,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-175.41929038056597,0.0
10.53,98.58,6.682720648,284.8541215,5.873333333,1025.113333,15.095,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-158.12570534473159,0.0
10.7,97.07,6.682720648,284.8541215,5.873333333,1025.113333,15.08,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.2259575149941,0.0
10.84,97.31,6.682720648,284.8541215,5.873333333,1025.113333,15.095,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.13147687674447,0.0
10.94,99.39,6.682720648,284.8541215,5.873333333,1025.113333,15.105,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-158.81276144790033,0.0
11.1,94.58,6.682720648,284.8541215,5.873333333,1025.113333,15.08,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-141.33732852832526,0.0
11.1,97.07,6.682720648,284.8541215,5.873333333,1025.113333,15.06,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-149.45503688643416,0.0
11.1,98.11,4.470437059,64.22603047,4.98,1026.36,15.06,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-15.81563031757825,0.0
11.16,99.5,4.470437059,64.22603047,4.98,1026.36,15.085,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-16.415901808830586,0.0
11.2,100.38,4.470437059,64.22603047,4.98,1026.36,15.065,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-16.787343513458417,0.0
11.2,100.75,4.470437059,64.22603047,4.98,1026.36,15.06,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-16.957528884673103,0.0
11.2,99.39,4.470437059,64.22603047,4.98,1026.36,15.07,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-16.33065850518649,0.0
